,pos,year,player_name,Ortg,eFG,TS_per,AST_per,porpag,adjoe,ogbpm,ast,season,dporpag,test_score
36655,Pure PG,2022,ricky nelson,91.8,42.1,47.33,22.8,-0.0771178,84.7577,-2.76562,4.3333,2,1.18544,35.50852228302738
36661,Scoring PG,2012,ricky tarrant,108.7,50.5,56.66,24.3,3.30122,114.242,2.77149,3.3448,4,3.34747,50.77980340053039
36662,Scoring PG,2013,ricky tarrant,107.3,45.7,53.27,23.8,3.47019,113.603,2.91388,3.6471,3,2.53753,48.10187530715667
36663,Scoring PG,2016,ricky tarrant jr,108.8,43.5,52.72,20.4,2.42595,111.722,0.932069,3.2353,1,3.12884,39.579827433414
36673,Scoring PG,2012,rico ferguson,94.3,42.8,49.7,20.4,0.305742,89.3873,-3.97178,2.7333,3,1.39451,38.37252986764659
36689,Combo G,2015,ridge shipley,104.0,48.7,52.19,18.1,1.62102,105.577,1.39872,2.1852,3,2.08826,40.88565067648716
36690,Combo G,2016,ridge shipley,93.4,45.7,46.95,16.7,0.0144667,88.1026,-1.92227,2.0741,2,1.22458,30.50802780097738
36691,Scoring PG,2017,ridge shipley,100.2,47.9,50.57,24.3,1.70071,103.476,0.217748,3.4194,1,1.45376,30.893063494377714
36697,Combo G,2011,rihards kuksiks,111.7,55.9,57.88,14.7,2.54914,113.299,3.49213,1.8148,1,2.38874,38.20652090041648
36709,Combo G,2011,riley benock,118.0,60.8,62.76,13.3,1.95432,103.933,0.456228,2.2581,1,2.7102,37.144711619105955
36713,Combo G,2014,riley grabau,115.3,57.8,64.27,13.3,2.58864,109.672,0.90626,2.129,2,2.92281,47.43192337496996
36715,Combo G,2015,riley grabau,110.9,52.5,61.2,14.4,2.15901,105.632,0.975815,2.1471,1,2.79801,46.88442503092116
36716,Scoring PG,2013,riley grabau,98.6,47.2,50.74,17.4,0.694525,91.7535,-1.64579,2.4516,3,2.46944,38.42164630077257
36723,Scoring PG,2017,riley lachance,118.7,60.7,64.78,26.5,3.72726,122.405,3.3482,3.9143,2,3.30778,44.66993771404434
36724,Scoring PG,2016,riley lachance,96.4,44.9,47.28,18.1,0.825895,97.5714,-0.177678,2.4545,3,2.82039,35.96067401213785
36725,Combo G,2015,riley lachance,116.1,53.4,57.21,19.0,3.63287,119.002,3.86391,2.9143,4,2.95347,48.20942724763043
36726,Combo G,2018,riley lachance,122.2,57.6,59.89,22.7,4.65138,130.389,5.85746,3.2188,1,2.38765,38.55921194418706
36728,Combo G,2022,riley miller,119.9,56.8,61.58,12.9,3.61534,117.621,4.39614,2.1724,1,0.726104,44.72894055111065
36743,Combo G,2018,rinardo perry,101.0,51.1,52.18,11.8,0.856774,97.6766,-0.852644,1.5172,3,1.24501,36.04702846786786
36765,Pure PG,2021,rj cole,112.2,46.8,51.25,26.5,3.95084,122.08,4.10741,4.3043,2,3.36097,38.437286894729894
36766,Scoring PG,2022,rj cole,115.5,48.4,53.56,24.9,4.79726,127.429,4.44089,4.1212,1,3.44933,37.090191848776705
36767,Pure PG,2019,rj cole,110.8,49.4,56.14,34.7,4.17572,120.273,4.45526,6.4118,3,1.9982,49.38510889993928
36768,Pure PG,2018,rj cole,105.9,48.3,53.46,36.4,3.89035,118.233,4.25348,6.0,4,1.48139,49.020132941562366
36773,Combo G,2022,rj davis,111.7,50.4,55.03,19.5,3.71925,117.273,2.18284,3.641,3,3.68899,42.6457980314701
36774,Combo G,2021,rj davis,96.4,42.0,47.51,15.3,1.29912,102.063,-0.48839,1.931,4,2.47278,41.93692979125184
36778,Combo G,2012,rj evans,98.7,48.2,50.03,22.7,1.66398,101.996,1.27127,2.75,2,2.56975,35.374328726725174
36780,Combo G,2019,rj eytle rock,92.9,44.4,49.67,14.2,-0.327526,83.5368,-4.02539,1.8065,4,2.2944,41.305642463850575
36782,Combo G,2020,rj eytle rock,101.7,47.6,53.08,22.5,1.9067,102.406,-0.254899,3.3182,3,2.33042,42.13790931358404
36783,Combo G,2022,rj eytle rock,99.8,49.5,53.73,12.8,1.24337,100.369,-0.407375,1.8387,1,2.31979,35.7002236372193
36785,Scoring PG,2020,rj fuqua,108.1,46.2,50.59,19.8,1.44774,99.3184,-0.984949,3.7083,3,2.53464,37.316987900405124
36786,Combo G,2018,rj fuqua,90.9,40.2,44.62,16.6,0.0492462,88.2931,-3.44138,2.9259,4,1.40415,36.8143641585953
36797,Pure PG,2021,rj johnson,100.3,47.2,53.95,24.7,1.08172,95.452,-1.69162,4.3125,4,1.43277,46.48723040836808
36804,Combo G,2013,rj mccray,81.3,46.3,49.12,17.2,-0.628749,79.0838,-3.62048,2.3846,2,1.27416,35.21527764928814
36811,Combo G,2020,rj nembhard,93.5,42.5,47.19,23.5,2.25072,105.745,0.116209,3.4828,3,3.399,38.12100499841348
36812,Combo G,2021,rj nembhard,94.9,45.8,50.77,25.5,2.98166,110.023,1.42906,3.9583,2,3.16843,39.45470990513046
36813,Scoring PG,2012,rj price,89.7,43.1,45.82,29.7,0.814078,93.452,0.205369,3.6667,4,2.19501,40.64407062750351
36814,Combo G,2015,rj price,103.5,46.2,48.75,15.0,1.71479,104.13,1.41799,2.2059,1,2.08597,31.914017018095393
36815,Scoring PG,2013,rj price,95.8,46.1,49.12,19.4,1.12081,95.5866,-0.0374424,2.5926,3,2.06421,39.235283136003005
36816,Combo G,2014,rj price,112.1,49.0,52.89,16.7,2.22071,109.548,2.51198,2.6562,2,1.45974,39.126646154637555
36835,Pure PG,2014,rj williams,90.7,40.7,47.44,27.8,0.197609,90.2016,-3.06581,3.9231,2,2.24749,35.00700399081316
36836,Scoring PG,2012,rj williams,91.4,36.5,45.34,19.7,-0.410353,80.9416,-3.73743,2.5758,4,2.05532,44.15259287536369
36837,Combo G,2010,rl horton,97.3,42.2,46.16,13.0,1.1543,95.7224,-1.01048,1.9,2,3.12153,33.55181816006515
36838,Combo G,2011,rl horton,113.2,48.5,52.93,12.6,3.1084,114.838,2.25518,1.931,1,2.76517,35.286533187737504
36842,Combo G,2014,rob brandenberg,112.6,49.7,52.48,11.1,2.10574,111.449,1.9512,1.5429,1,3.33432,32.701386137349225
36843,Combo G,2012,rob brandenberg,95.8,42.0,45.65,15.2,1.27353,99.9909,0.673778,1.8056,3,2.88518,38.07831780996428
36844,Combo G,2013,rob brandenberg,105.8,47.8,50.49,10.7,2.20502,111.753,3.01551,1.4,2,2.81761,37.61559788831825
36851,Scoring PG,2012,rob delaney,97.3,50.0,51.45,26.5,1.30487,98.3855,-0.403739,3.6452,1,1.50666,30.230629445090365
36858,Combo G,2010,rob garrison,96.3,43.3,49.53,14.4,1.13954,96.0527,-0.753552,2.3333,1,2.87919,36.473359241967906
36859,Scoring PG,2018,rob gray,115.9,50.9,56.31,28.5,5.07833,133.744,7.45508,4.3529,1,3.74827,43.407083471227836
36860,Combo G,2017,rob gray,114.5,53.7,57.31,21.2,5.20527,134.388,7.85919,2.9062,2,3.42969,46.27301350973873
36861,Combo G,2016,rob gray jr,110.3,50.4,53.25,11.7,3.27974,124.339,4.47706,1.4615,3,2.11253,41.83894250538079
36863,Combo G,2011,rob hampton,92.8,47.9,51.89,13.5,1.0871,96.5462,-1.05515,1.875,1,1.45459,34.94994483013345
36864,Scoring PG,2022,rob higgins,100.5,45.0,48.36,20.6,1.4514,97.9645,-0.449022,3.3214,2,1.75067,33.873988627461344
36865,Combo G,2020,rob higgins,95.8,42.1,45.58,9.8,0.821202,93.5356,-2.3601,1.4516,4,1.64935,36.9187769576465
36866,Combo G,2021,rob higgins,95.6,39.8,43.91,11.4,0.681616,91.455,-2.90044,2.1053,3,1.19189,32.901134383922
36879,Combo G,2013,rob lewis,83.7,45.5,51.62,17.7,0.110733,86.7066,-3.29227,1.56,4,1.61854,45.80986805830304
36880,Scoring PG,2014,rob lewis,99.0,44.1,50.3,22.1,1.32645,103.562,0.240661,2.3571,3,1.43794,41.68150809770195
36900,Combo G,2019,rob phinisee,96.0,42.4,45.2,19.3,0.876054,96.8356,-1.17896,2.9375,4,3.29411,36.37987339856147
36901,Combo G,2021,rob phinisee,89.8,41.0,43.6,21.4,0.798479,94.0305,-1.2473,2.8519,2,2.87192,30.232169784715005
36903,Combo G,2012,rob poole,94.9,42.0,46.09,17.1,0.390809,89.8248,-2.02942,2.3226,4,2.00924,39.18182333420634
36908,Scoring PG,2019,rob shaw,75.4,37.6,39.45,34.6,-0.748086,80.8587,-4.35084,4.875,1,0.887153,21.27409458315535
36913,Combo G,2020,rob whitfield,103.2,53.4,55.53,7.9,1.05327,95.8094,1.78318,1.4667,1,2.22006,39.85797829772711
36914,Combo G,2019,rob whitfield,110.6,55.1,57.2,10.7,1.90741,105.636,2.34639,1.6562,2,2.26934,41.216526927451795
36924,Scoring PG,2010,robbie harman,116.3,56.8,58.64,22.3,3.85018,118.49,5.48863,2.9655,1,2.64369,40.48721411975707
36932,Combo G,2022,robby beasley iii,100.1,48.8,53.83,12.5,1.29009,97.1422,0.217643,1.7812,3,2.15234,45.36308593548651
36933,Combo G,2010,robby pride,93.1,47.7,50.19,19.6,0.558189,91.5449,-1.28584,2.1111,1,1.88295,31.726900069256065
36935,Combo G,2012,robby ptacek,102.4,46.2,53.16,13.2,2.5511,105.846,0.104193,2.2069,1,2.46231,38.75734130897027
36951,Scoring PG,2011,robert boyd,90.7,41.4,45.16,18.0,-0.0257874,85.9048,-2.2649,2.1429,4,1.76389,39.115264965110235
36955,Combo G,2015,robert brown,102.0,47.3,50.54,21.5,2.34542,108.7,2.49475,3.0278,2,2.77149,38.1529464230883
36956,Combo G,2016,robert brown,108.4,50.8,54.14,18.8,2.28624,109.837,1.61103,3.0625,1,2.32355,34.7703340253553
36957,Combo G,2012,robert brown,92.5,44.3,46.21,19.0,0.911125,97.5629,-0.102311,1.9394,4,2.31608,38.33007747824937
36958,Combo G,2013,robert brown,78.9,37.3,40.34,15.7,-0.0549396,84.6554,-2.98491,2.129,3,1.7459,32.763977532178885
36964,Scoring PG,2017,robert cartwright,95.1,42.0,45.31,27.7,0.731865,96.2971,-0.417391,3.5484,3,2.51352,35.00463024234339
36967,Scoring PG,2019,robert cartwright,99.7,43.5,49.17,19.2,0.849854,98.6746,-1.22963,2.3514,1,2.39816,32.32615609431005
36993,Pure PG,2011,robert goldsberry,111.2,55.2,63.52,24.3,1.45711,103.928,-0.220913,3.1923,1,2.01593,44.701146790178356
36994,Pure PG,2010,robert goldsberry,89.8,48.3,51.86,26.1,-0.347502,81.1016,-3.56918,3.0312,2,1.70071,35.48486017560072
36998,Scoring PG,2016,robert hatter,94.1,47.0,50.81,30.1,2.19574,110.624,1.47509,3.4348,2,1.72894,36.79797098836457
37006,Combo G,2016,robert johnson,115.7,58.6,59.28,20.5,2.24434,114.004,2.98512,3.1333,3,2.50441,41.16116613357089
37007,Combo G,2018,robert johnson,101.0,51.8,53.91,16.0,2.29069,107.338,1.49536,2.7097,1,3.51546,35.01847550672165
37009,Combo G,2015,robert johnson,101.2,52.9,54.04,15.5,1.55811,104.083,0.757143,2.3235,4,2.25247,42.083953061515054
37038,Combo G,2010,robert olson,101.9,46.7,51.63,12.1,0.843175,96.0619,-0.175141,1.3333,4,1.73338,45.61462478275713
37040,Combo G,2011,robert olson,115.9,55.1,58.59,16.6,2.31229,112.85,2.26076,1.9333,3,1.87808,43.50390966500275
37042,Combo G,2010,robert owens,112.8,54.9,57.59,7.7,2.15178,107.726,2.58502,1.1333,1,1.13602,39.02530377680974
37043,Combo G,2022,robert ''rj'' glasper,100.2,47.7,51.94,17.8,2.1762,104.402,1.05094,2.4839,1,1.00696,36.273129013926926
37053,Scoring PG,2010,robert smith,83.5,38.4,43.54,22.4,0.480578,89.9644,-2.27826,3.1379,4,2.26551,39.82849511132962
37054,Combo G,2013,robert smith,76.8,42.6,43.88,19.7,-1.63994,70.7445,-4.75292,2.963,1,2.40593,26.480412951045555
37055,Scoring PG,2012,robert smith,89.9,44.6,49.18,27.6,0.506298,90.7938,-2.46847,3.3636,2,2.55847,34.620077136304204
37061,Combo G,2014,robert turner,99.8,44.7,47.82,18.9,1.6804,105.538,0.642494,2.625,2,2.66172,33.35747799731355
37062,Combo G,2015,robert turner,94.7,42.3,46.2,19.5,1.17561,101.363,0.577738,1.8438,1,2.33951,31.605282217662452
37082,Combo G,2012,roberto nelson,102.4,47.5,52.43,19.7,1.71493,110.172,2.29302,2.1714,3,1.79853,43.569271135593326
37083,Combo G,2013,roberto nelson,111.3,51.2,56.91,16.5,4.31714,125.213,5.79655,2.4062,2,2.38944,47.839661912284384
37085,Scoring PG,2014,roberto nelson,112.7,51.1,58.59,24.5,4.90595,131.819,6.31142,3.5938,1,2.38395,46.83965995778257
37090,Combo G,2020,robin duncan,93.8,50.5,49.95,20.2,0.06694,86.1834,-2.92567,2.5806,3,2.61399,31.558381770026152
37105,Combo G,2011,robo kreps,105.4,50.1,53.68,17.1,3.01018,108.958,2.21969,2.8333,1,3.00689,37.42267979939484
37106,Combo G,2010,robo kreps,96.8,42.6,49.31,13.8,2.16271,103.237,2.11739,2.0,2,2.73314,44.31687274231347
37111,Scoring PG,2021,rocket watts,87.0,38.2,41.23,24.4,0.808129,95.5871,-2.55432,2.7143,3,2.0502,29.149299962036597
37128,Scoring PG,2015,rod hall,100.1,44.7,51.11,21.5,1.59462,100.909,-0.523164,3.4194,1,3.46659,35.88293275781935
37129,Scoring PG,2013,rod hall,92.2,44.3,47.21,24.5,0.294877,88.099,-2.56261,3.5484,3,2.97334,34.56253484494763
37130,Scoring PG,2014,rod hall,106.9,47.6,54.29,26.7,2.43864,109.958,1.08681,3.9722,2,3.61078,41.05339140243338
37132,Combo G,2019,rod henry hayes,112.3,54.7,55.29,6.9,0.718857,97.5896,-1.35913,0.9118,3,1.5198,34.97886589056911
37137,Combo G,2020,rod melton,102.2,49.7,51.36,11.0,1.71881,100.647,1.24056,1.6296,1,2.0342,33.87154618770984
37138,Pure PG,2010,rod melvin,88.9,39.6,46.46,29.2,-0.474125,80.8545,-4.13773,3.7667,3,1.86857,37.94975435080715
37139,Pure PG,2011,rod melvin,93.8,38.9,49.01,27.5,-0.0262941,85.939,-3.42856,3.2414,2,1.52227,40.45818307039562
37150,Scoring PG,2011,rod singleton,97.6,50.6,54.24,24.2,0.781592,93.8195,-1.80642,3.4138,2,1.91952,36.66768606536889
37151,Scoring PG,2012,rod singleton,95.1,45.6,51.89,25.8,0.423939,90.122,-1.73247,3.5185,1,1.31974,36.78689783299613
37153,Combo G,2018,roddy peters,103.0,50.2,56.14,34.2,3.14006,120.492,3.37117,4.2188,1,2.70562,40.015280528805945
37156,Pure PG,2016,roderick bobbitt,108.5,47.3,54.48,29.9,3.04614,113.418,2.45535,5.5,1,4.16566,40.58793094720825
37157,Pure PG,2015,roderick bobbitt,98.9,43.2,50.1,28.5,1.13575,97.3124,-0.875417,5.3429,2,3.4717,38.8738444979611
37160,Scoring PG,2011,roderick pearson,95.5,48.3,50.0,21.0,0.301512,90.0722,-2.48296,2.7059,1,1.58742,27.907842926648843
37161,Scoring PG,2012,roderick pearson jr,101.2,49.6,53.18,22.8,1.27927,97.7587,-1.16684,3.7353,1,2.4626,32.7353930566
37171,Combo G,2021,rodney carson jr,117.0,60.9,61.91,10.4,1.382,101.089,-0.0101262,1.48,3,1.42763,41.350728336823096
37174,Scoring PG,2018,rodney chatman,103.2,52.0,56.79,31.9,2.10937,106.489,0.180681,4.5,3,2.31229,42.567003590177066
37175,Scoring PG,2020,rodney chatman,100.2,49.7,53.69,18.7,1.36692,100.232,-0.475389,3.1613,2,3.22655,37.99641191555052
37186,Scoring PG,2014,rodney elliott,99.0,53.5,57.71,30.2,1.81866,105.578,0.875195,3.6071,4,2.18369,47.80422494312363
37188,Scoring PG,2016,rodney elliott,102.4,47.1,54.99,24.7,1.79409,105.356,-0.425537,3.5714,3,1.00774,45.11425670467359
37189,Scoring PG,2014,rodney glasgow,127.0,56.2,60.09,27.2,4.79347,125.087,4.65331,5.9677,1,1.84527,39.414244681521964
37191,Pure PG,2013,rodney glasgow,114.2,53.4,57.32,27.1,2.41847,107.496,1.59693,4.64,2,1.04876,40.13840961768187
37192,Scoring PG,2011,rodney glasgow,112.1,48.9,52.33,21.9,1.67559,104.759,0.813393,3.4615,4,0.866091,41.54531115354154
37193,Combo G,2010,rodney green,97.0,45.1,48.94,25.7,3.08951,109.721,1.55687,4.2667,1,2.98101,33.60584743384717
37215,Scoring PG,2010,rodney pierce,105.5,47.3,51.66,22.3,3.54576,116.067,3.46922,3.2414,1,2.41048,37.20132039917965
37219,Combo G,2016,rodney purvis,106.4,52.7,54.49,14.5,2.61644,114.333,2.54571,2.0556,2,3.35195,37.39138350177323
37220,Combo G,2017,rodney purvis,101.0,46.3,50.21,14.8,2.31067,106.022,1.13156,2.5455,1,3.84906,34.551965483538076
37238,Scoring PG,2018,rodrick caldwell,99.2,43.3,49.52,19.7,0.724794,96.477,-1.56567,2.6452,3,1.47249,39.551863498635115
37242,Combo G,2019,rodrick sikes,103.3,51.7,54.08,3.7,1.42269,101.445,0.575026,0.6176,1,2.0186,35.41704835637042
37247,Combo G,2010,rodriguez sherman,88.9,42.6,46.66,20.5,0.909639,94.6718,-1.56437,2.9394,2,3.156,33.916309812335285
37248,Combo G,2011,rodriguez sherman,107.4,52.4,56.24,18.6,2.58669,110.902,2.72322,2.8,1,2.86565,39.25117163502326
37287,Combo G,2022,rollie worster,98.3,45.2,48.78,21.4,1.21166,97.6585,-0.668523,3.0968,3,2.67162,37.311272768000514
37288,Combo G,2021,rollie worster,96.4,45.6,49.26,24.4,1.24653,98.2526,-1.24935,3.5769,4,3.4307,39.614187753673335
37291,Combo G,2012,romain henry,74.6,40.7,43.09,11.8,-1.31283,67.4828,-5.93324,1.2333,1,0.670079,27.095868368042115
37297,Pure PG,2020,roman penn,109.0,53.3,57.11,39.7,3.17149,114.999,2.00406,5.6471,3,2.94735,41.61986596510283
37298,Pure PG,2021,roman penn,107.6,48.6,51.34,36.1,2.99603,117.274,3.36727,5.4583,2,2.59065,35.5051909189089
37299,Scoring PG,2022,roman penn,101.8,46.1,50.89,25.3,2.38274,109.235,0.41555,3.8621,1,2.6893,32.75467775314041
37300,Combo G,2018,roman penn,109.5,48.2,55.46,19.5,1.78009,104.132,-0.456553,3.0,4,2.2979,47.25023309523834
37306,Scoring PG,2010,roman tubner,85.7,38.1,44.98,19.0,-0.00807515,85.6279,-3.85486,2.2222,2,1.22021,34.57777548163534
37342,Combo G,2019,romone saunders,105.1,42.9,50.99,26.5,2.65168,109.457,3.25908,3.6333,1,2.97276,42.476201187391005
37350,Combo G,2016,ron baker,112.7,50.8,55.27,21.5,3.55383,120.551,5.35123,3.2059,1,4.60574,41.27256214470927
37351,Combo G,2014,ron baker,120.9,55.3,60.96,20.9,3.76479,124.604,5.66876,3.0286,3,3.98633,51.33576163125299
37352,Combo G,2015,ron baker,119.1,52.6,56.15,16.9,4.40111,126.125,7.23461,2.5143,2,4.19723,45.7220687068244
37356,Combo G,2012,ron burks,98.6,50.5,55.44,17.6,0.805494,93.0232,-1.4742,3.0333,1,1.54801,37.631348350401524
37359,Combo G,2016,ron curry,118.9,53.1,57.6,23.2,4.40449,125.771,5.83078,3.7,1,3.49368,41.74513000906575
37360,Combo G,2013,ron curry,92.1,40.4,43.7,13.3,-0.172209,83.4231,-3.16533,1.7941,4,2.08853,36.48189188719114
37361,Scoring PG,2014,ron curry,103.1,44.9,49.87,23.4,1.97326,104.455,0.616494,3.3667,3,2.52326,39.99436887647981
37362,Scoring PG,2015,ron curry,108.1,49.3,54.24,27.4,2.9635,111.471,2.82853,4.3333,2,2.41514,41.90289141970315
37374,Combo G,2017,ron patterson,113.1,57.2,58.2,15.4,1.6928,108.345,2.6161,2.0,2,1.69971,39.12553275935462
37389,Pure PG,2010,ronald moore,91.2,35.0,38.97,35.0,0.57707,90.3725,-0.89395,7.6765,1,3.71145,26.669058818460908
37390,Scoring PG,2010,ronald nored,95.6,43.2,48.73,24.3,0.792754,93.3632,-1.39594,3.5789,3,4.07001,39.724623502555524
37391,Combo G,2011,ronald nored,85.7,42.3,47.74,15.9,-0.311015,82.8596,-3.67391,2.2571,2,2.95544,36.03260417852991
37392,Pure PG,2012,ronald nored,96.4,40.8,50.68,34.5,1.33039,98.0533,-0.532475,5.1667,1,3.80344,40.50536765157205
37406,Combo G,2012,ronald wright,78.8,44.2,42.03,23.4,-1.06651,71.5528,-6.16709,2.4138,2,1.64999,19.887258636005512
37409,Scoring PG,2021,ronaldo segu,110.0,49.4,53.26,20.9,2.69143,108.945,1.51537,4.28,2,2.93834,38.05391160415289
37410,Combo G,2020,ronaldo segu,102.0,43.8,48.45,14.4,1.0879,99.3573,-0.91351,2.0312,3,1.74603,37.32281466400689
37411,Scoring PG,2022,ronaldo segu,110.2,48.1,51.94,27.0,3.21671,113.368,1.90933,5.1379,1,2.34913,33.19671851093062
37414,Combo G,2012,rondale livas,59.2,31.7,37.34,20.3,-2.46945,57.1888,-8.36114,2.0714,3,0.8669,32.90743891363586
37418,Combo G,2022,rondel walker,93.1,44.2,47.57,9.1,0.30679,89.4556,-1.16981,1.1,3,3.07407,38.95474888375485
37446,Scoring PG,2016,ronnie johnson,107.0,45.6,51.46,23.5,2.13077,116.024,2.08986,2.871,2,1.85273,37.965820145688504
37447,Scoring PG,2013,ronnie johnson,89.2,39.3,43.21,26.8,1.42386,98.5034,-0.610369,4.0882,4,3.19757,38.035465600944185
37448,Scoring PG,2014,ronnie johnson,98.9,44.4,48.71,25.4,1.93988,108.548,0.609142,3.5161,3,2.3946,37.49293049326832
37450,Pure PG,2010,ronnie moss,97.5,47.3,50.61,39.8,3.10448,112.444,3.11323,5.7333,3,2.21779,41.304070595356166
37465,Combo G,2013,ronrico white,101.3,42.2,51.82,22.4,1.4503,100.154,-0.343595,3.0,3,1.55394,47.0508502592861
37466,Scoring PG,2015,ronrico white,110.1,47.4,52.34,21.5,2.09827,106.309,1.53704,3.25,1,2.1509,35.88804169673525
37471,Scoring PG,2018,ronshad shabazz,100.0,46.4,49.63,19.8,2.54832,110.171,1.8139,3.0,2,2.15403,36.2942915267683
37502,Scoring PG,2020,roscoe eastmond,82.0,42.2,47.08,21.7,-0.721537,76.2776,-4.48505,2.8065,4,1.56344,41.23115815264799
37510,Combo G,2021,ross cummings,113.0,57.0,59.21,14.5,2.77957,109.768,1.58877,2.5862,1,2.43317,36.78174465986746
37511,Combo G,2019,ross cummings,109.5,54.8,59.07,11.9,3.09361,113.927,3.64122,1.9032,2,2.26201,46.46413015089329
37528,Combo G,2020,roti ware,109.8,52.7,56.23,12.1,1.3381,99.8404,0.0744162,1.871,2,2.8397,39.23011260588492
37529,Combo G,2021,roti ware,104.6,52.4,56.03,13.0,1.74605,100.342,0.567571,2.6842,1,2.94016,38.229618255673174
37530,Combo G,2010,rotnei clarke,122.1,60.5,63.3,7.0,3.99509,119.865,5.07426,1.1935,3,2.83711,50.53119092876264
37531,Combo G,2011,rotnei clarke,122.7,57.8,62.17,11.0,4.30721,125.957,6.91544,1.5806,2,2.73876,50.347870852865775
37532,Combo G,2013,rotnei clarke,107.4,53.2,56.62,18.9,4.00326,119.753,5.51702,2.7188,1,3.22674,42.820237025387655
37533,Combo G,2013,roy devyn marble,106.2,46.3,52.74,23.2,3.41683,118.015,4.58047,3.0556,2,3.57958,45.23143599694309
37535,Scoring PG,2012,roy devyn marble,108.0,47.0,52.08,24.0,2.89969,114.069,3.60067,3.6,3,2.63905,44.6245880314558
37536,Scoring PG,2014,roy devyn marble,112.7,47.9,52.78,23.6,4.16663,128.656,6.00831,3.5758,1,3.52345,39.10149318929105
37548,Combo G,2015,royce woolridge,97.9,48.5,54.92,19.7,1.29777,102.137,-0.498642,2.25,1,1.326,38.44154272703412
37549,Combo G,2013,royce woolridge,104.1,50.6,55.19,18.9,2.538,108.258,1.19216,2.6875,3,3.06186,43.87820093997528
37550,Scoring PG,2014,royce woolridge,86.3,40.9,44.47,22.7,0.141106,89.7532,-3.86092,2.7667,2,2.43902,28.132683870323604
37569,Combo G,2011,ruben guillandeaux,105.3,48.8,52.16,15.7,2.19369,107.79,1.49713,2.5484,3,1.68678,40.71093966452871
37572,Combo G,2022,rudi williams,112.7,58.4,60.73,21.8,3.61581,119.408,4.08689,3.2424,1,2.92178,40.08790554379384
37574,Combo G,2022,rudy fitzgibbons iii,97.8,50.3,52.13,13.2,0.774386,95.4687,-1.6155,1.6207,2,1.40485,33.395740323663475
37588,Scoring PG,2011,rupert rose,90.9,38.5,44.05,24.0,-0.10588,85.1165,-3.21405,2.8438,1,2.02354,29.071540391232283
37595,Scoring PG,2012,russ smith,91.7,40.5,46.06,21.8,1.85079,110.872,-0.0923322,1.9487,3,3.45722,36.34864012933237
37596,Pure PG,2014,russ smith,113.9,54.1,57.61,31.6,4.49741,132.589,6.83149,4.6486,1,4.3439,40.53763728651807
37597,Scoring PG,2013,russ smith,108.9,47.0,54.12,21.1,4.90005,132.617,5.93239,2.9,2,4.4078,46.08522279632203
37606,Scoring PG,2022,russell dean,86.6,38.5,46.45,25.4,1.16652,94.9071,-1.23136,3.8929,3,2.5531,42.96635695374447
37607,Scoring PG,2021,russell dean,95.9,40.7,48.39,30.6,1.15205,94.4678,-2.44587,5.72,3,1.98901,39.845121714690166
37608,Pure PG,2010,russell graham,93.0,33.2,40.9,38.2,0.00851108,85.8288,-3.56951,3.9655,3,2.07036,33.287685281190065
37619,Scoring PG,2011,russell powell,87.5,36.0,40.98,20.3,-0.170401,84.5475,-3.41197,2.9677,3,2.53418,33.08779593332156
37620,Scoring PG,2012,russell powell,100.4,41.8,46.6,25.3,1.23251,96.8813,-1.18945,3.9667,2,2.00415,32.84235574996433
37621,Pure PG,2013,russell powell,95.3,43.4,52.01,28.7,0.262638,88.003,-3.04879,4.1667,1,1.50682,37.6323349148561
