,pos,year,player_name,Ortg,eFG,TS_per,AST_per,porpag,adjoe,ogbpm,ast,season,dporpag,test_score
35813,Pure PG,2011,rakeem brookins,87.6,41.5,44.38,26.8,0.255533,88.6254,-2.29447,4.25,4,2.44641,36.65480903371144
35814,Scoring PG,2013,rakeem brookins,84.1,37.0,44.17,17.2,0.438293,89.0667,-3.27776,2.3,2,2.12785,35.30007744931894
35824,Scoring PG,2013,rakeem dickerson,97.8,40.2,50.24,20.2,0.374394,90.5834,-2.85242,2.0333,3,2.12623,44.228684769680726
35828,Pure PG,2015,rakia battle,96.7,40.4,51.16,43.1,0.643613,93.5545,-1.07951,5.7931,3,1.31816,47.18500374854791
35834,Pure PG,2016,rakiya battle,97.7,36.1,45.62,40.0,0.584785,94.453,-0.471822,5.3214,2,1.13924,39.40829654318576
35835,Pure PG,2017,rakiya battle,76.8,32.1,37.28,33.0,-1.5593,73.2698,-5.01304,4.8621,1,0.393656,24.617021052898092
35862,Scoring PG,2021,ramiir dixon conover,98.1,46.7,51.62,29.5,1.95335,102.092,0.336408,4.4444,1,2.69253,35.532571089762435
35863,Combo G,2022,ramiir dixon conover,92.5,43.3,46.77,20.1,0.879774,93.1511,-1.35468,3.36,1,2.31932,30.491114968123338
35866,Combo G,2012,ramon galloway,103.4,55.8,58.47,20.7,2.69774,109.148,3.0301,3.4839,2,3.81023,44.256095603666786
35867,Combo G,2013,ramon galloway,104.7,52.1,56.11,24.1,3.89511,119.178,5.50486,3.7353,1,3.75983,43.44041701250232
35868,Combo G,2011,ramon galloway,92.8,42.8,46.06,15.0,1.31577,102.018,-0.326052,1.6667,3,2.5444,35.69960552390043
35878,Combo G,2011,ramone moore,105.8,49.9,55.03,19.1,3.23466,114.101,2.5837,3.0882,2,3.84292,42.65615178411475
35879,Combo G,2012,ramone moore,103.3,47.9,52.01,18.8,3.53924,114.145,2.46165,3.3871,1,3.38074,36.46057814684007
35881,Combo G,2018,ramone snowden,102.1,54.0,55.0,16.4,0.33224,91.1282,-2.11761,2.625,1,2.22307,30.380670037171782
35884,Scoring PG,2012,randal holt,112.5,55.5,58.48,18.3,2.91993,113.541,4.0192,2.6562,2,2.67037,43.99107045549619
35886,Combo G,2011,randal holt,106.6,48.9,51.24,12.7,1.73863,104.156,1.46591,1.8333,3,2.36818,39.39302384889549
35887,Combo G,2013,randal holt,106.5,48.1,52.7,17.8,3.05938,113.023,4.04493,2.4706,1,2.50525,40.26177626527638
35889,Combo G,2018,randall gaskins jr,104.6,47.4,50.37,8.5,0.183262,89.8591,-2.6497,1.2857,3,1.35668,35.288092316244175
35890,Combo G,2017,randall gaskins jr,102.3,51.9,52.94,9.0,0.444251,92.1927,-1.84897,1.5312,4,1.5873,39.14079468637612
35891,Combo G,2020,randall gaskins jr,113.0,58.1,62.87,11.1,1.02832,97.6185,-1.41507,1.6,1,1.41936,39.50542557898657
35892,Combo G,2019,randall gaskins jr,101.3,50.0,51.8,8.6,-0.227649,84.3052,-3.2861,1.303,2,0.915663,32.348513796871934
35893,Combo G,2010,randell daigle,106.7,53.5,56.0,15.8,1.87716,103.295,1.30173,2.4286,1,2.35319,36.60647284350652
35894,Combo G,2011,randell daigle,105.3,51.9,55.05,16.9,1.14943,98.9973,0.821225,2.1538,1,1.7604,36.7269878072136
35898,Combo G,2010,randy culpepper,114.3,56.8,59.7,11.8,4.03443,120.999,5.58473,1.9091,2,3.89898,46.65418241908114
35899,Combo G,2011,randy culpepper,105.0,50.8,55.35,18.9,3.80419,116.875,3.89885,2.9706,1,4.17845,41.34185822118353
35900,Pure PG,2011,randy davis,108.4,48.6,59.51,34.9,2.29457,108.629,1.59911,5.0,2,2.83555,50.926255969135326
35901,Pure PG,2010,randy davis,111.9,54.6,62.3,29.3,2.61977,112.849,2.24727,3.3448,3,2.63062,51.595251760121194
35902,Pure PG,2012,randy davis,116.4,46.3,54.21,35.2,2.61367,110.66,2.05207,4.8929,1,2.60105,38.98511476562954
35905,Combo G,2018,randy haynes,102.9,47.3,48.84,16.2,1.80401,105.318,0.610851,2.4375,1,3.50192,28.66009501499125
35909,Combo G,2019,randy miller jr,107.6,51.7,56.75,13.3,1.85656,106.127,0.917389,1.8824,2,1.68083,42.02325202573853
35910,Combo G,2022,randy miller jr,93.4,41.1,48.25,8.6,0.795769,93.2024,-1.61097,1.2667,1,1.47445,36.61927472383007
35912,Combo G,2017,randy onwuasor,103.2,45.6,52.11,23.8,3.64417,117.691,4.42629,3.2424,1,1.39158,42.18850430967076
35927,Combo G,2010,raphael jordan,77.7,37.6,42.87,21.3,-0.610242,78.6496,-4.09975,1.9667,4,1.08812,39.444631528747124
35942,Pure PG,2013,rarlensee nelson,85.3,41.1,48.06,41.0,0.345755,88.4563,-2.52512,6.0,1,1.12856,34.29137068854144
35949,Combo G,2013,rashaad richardson,111.6,54.4,55.1,7.6,1.32384,99.5339,-0.324849,1.0,2,1.78687,33.85715626402356
35956,Combo G,2017,rashaan surles,96.3,46.6,51.0,18.6,0.687646,95.4368,-0.941872,2.3871,1,1.04983,34.09827253462093
35958,Scoring PG,2010,rashad allison,102.1,44.3,51.96,22.7,1.09641,95.3601,-1.12995,3.8621,2,2.51204,41.06552601282887
35959,Pure PG,2011,rashad allison,110.6,45.0,54.37,28.0,2.23108,109.683,1.68593,3.5667,1,1.97651,41.913428098165284
35964,Combo G,2022,rashad bolden,81.2,39.8,42.59,13.4,-0.634716,78.544,-4.50056,1.8182,4,0.985325,35.35728314176601
35976,Combo G,2017,rashad lindsey,104.1,51.2,54.65,13.8,1.20826,98.0157,-0.308151,2.5312,2,2.63727,38.63101310342915
35977,Combo G,2018,rashad lindsey,103.8,46.6,50.64,15.2,1.13426,98.8589,-0.738103,2.4375,1,1.15552,32.09399847527536
35979,Scoring PG,2015,rashad madden,112.6,52.1,59.43,29.3,2.78188,117.089,3.10843,4.5556,1,2.7358,43.52875016706899
35980,Combo G,2014,rashad madden,111.1,54.5,60.92,19.8,2.83589,119.779,3.61488,2.7576,2,2.85967,47.669573421566646
35984,Scoring PG,2015,rashad ray,105.5,42.6,50.06,22.0,1.46124,103.159,0.2675,2.8824,2,3.16373,39.36849652399924
35985,Scoring PG,2014,rashad ray,110.0,51.3,56.83,23.7,1.42791,107.994,0.237836,2.5,3,2.28595,42.09985188558611
35988,Combo G,2010,rashad reed,88.8,41.4,46.38,16.0,0.781913,92.9732,-0.906212,2.2581,1,2.74033,34.027949988221415
35996,Combo G,2013,rashad whack,106.6,51.2,54.52,11.5,2.39355,108.376,3.195,1.5625,1,2.36304,39.61203071421954
35998,Combo G,2019,rashad williams,104.4,57.2,58.27,6.9,1.17989,101.893,1.4038,0.7419,4,1.3392,46.88010937256777
36000,Combo G,2021,rashad williams,96.3,47.5,49.57,6.7,1.1835,97.6816,-0.302073,0.8929,2,1.19234,34.99932208211558
36004,Combo G,2015,rashann london,80.2,41.0,43.07,12.3,-0.962452,78.173,-5.0652,1.5667,4,2.01139,33.71550302995735
36005,Combo G,2016,rashann london,87.6,40.1,43.28,16.7,-0.201623,85.9646,-2.44322,2.2667,3,1.89101,34.087187660015275
36019,Combo G,2016,rashaun madison,111.9,52.6,53.19,8.3,0.768728,97.2757,-0.465142,0.9643,1,1.18444,29.131976567166756
36027,Combo G,2019,ra'shawn langston,106.5,46.6,50.38,13.1,1.0512,101.154,-0.83323,1.6061,2,1.94049,33.27844077276522
36030,Combo G,2014,rashawn rembert,120.1,57.7,62.13,9.9,3.33627,115.125,4.0422,1.7059,2,2.14531,47.834272097495855
36031,Combo G,2015,rashawn rembert,111.0,53.4,57.05,8.6,2.31406,107.653,2.10558,1.2,1,1.96379,39.29729415329479
36032,Combo G,2013,rashawn rembert,95.7,50.4,52.46,11.6,0.688882,92.5472,0.484306,1.3667,3,1.30247,42.72615814287064
36033,Scoring PG,2014,rashawn stores,108.3,49.2,53.29,15.8,0.578515,95.9131,-1.27395,1.9394,2,2.27604,35.66489747592889
36034,Scoring PG,2013,rashawn stores,92.0,46.1,51.4,23.3,0.353072,89.574,-2.31706,2.25,3,2.39457,40.76810511214293
36035,Pure PG,2015,rashawn stores,113.6,50.7,55.13,23.3,1.36112,102.761,-0.174103,3.0,1,2.23978,33.43618384343176
36036,Scoring PG,2016,rashawn stores,102.2,52.3,54.97,21.4,0.742976,95.2757,-0.754149,3.0357,1,2.04688,33.89704060874754
36045,Combo G,2016,rasheed brooks,100.4,45.2,46.03,11.8,1.03741,98.8768,0.0272034,1.625,2,2.67435,29.844346788071512
36046,Combo G,2017,rasheed brooks,97.0,45.0,47.54,13.6,0.629004,95.9387,0.122004,1.6061,1,2.09992,31.359549626809574
36049,Combo G,2014,rasheed sulaimon,117.0,49.0,55.18,17.0,3.11717,123.505,3.76617,2.3824,3,2.56251,44.85269370765601
36050,Combo G,2016,rasheed sulaimon,113.2,55.4,58.57,19.7,3.12409,115.018,2.79342,3.5429,1,3.60263,38.27519713427014
36056,Scoring PG,2021,rasheem dunn,92.3,42.5,46.97,23.1,1.33844,98.7831,-0.99061,3.9545,1,2.78547,31.10853694076435
36057,Combo G,2020,rasheem dunn,97.2,40.5,47.57,22.1,2.15304,106.865,0.734261,3.4483,2,3.21187,38.871546366775185
36059,Scoring PG,2010,rasheem jenkins,83.3,44.9,49.33,22.7,-0.389216,81.4293,-3.23313,2.7,2,0.924821,36.85005315069626
36065,Combo G,2011,rashon dwight,103.1,47.5,53.62,16.6,1.40704,103.694,0.783441,2.3056,1,2.20528,38.791295301823524
36066,Scoring PG,2013,rashun davis,86.2,39.2,45.9,24.5,0.198642,87.9615,-3.57752,2.3103,4,1.74119,40.49158124325413
36067,Pure PG,2016,rashun davis,105.6,50.3,53.77,31.0,2.55848,111.38,1.77224,4.8621,1,2.34795,34.20170217072845
36068,Scoring PG,2015,rashun davis,89.6,41.5,47.14,27.1,0.307969,91.264,-2.87603,3.5,2,1.5801,33.609170110958544
36069,Scoring PG,2014,rashun davis,104.7,47.3,54.26,26.5,1.50814,105.961,-0.570017,3.5,3,1.27668,42.03258323119043
36075,Combo G,2022,rasir bolton,123.3,63.3,65.63,12.2,3.38269,121.131,4.01958,2.25,1,3.2059,41.83342154685395
36076,Combo G,2021,rasir bolton,100.5,50.2,55.36,26.4,3.4371,115.228,2.24945,3.9048,2,3.05072,42.2956593158222
36077,Combo G,2020,rasir bolton,100.4,46.9,53.72,17.8,3.1387,114.422,2.04151,2.8,3,2.82144,46.851994403705646
36078,Combo G,2019,rasir bolton,96.2,47.1,53.64,11.4,1.88449,107.855,0.717771,1.4688,4,2.73205,49.19605224935736
36094,Combo G,2015,raven lee,103.5,52.6,57.66,15.0,2.85304,116.037,3.95997,1.5429,3,2.6978,50.07123568049034
36095,Scoring PG,2014,raven lee,91.0,44.4,49.26,18.8,0.972604,101.284,-0.393632,1.5152,3,2.2055,39.87549257674071
36096,Scoring PG,2016,raven lee,109.2,50.0,57.68,15.3,2.79728,122.161,4.52571,1.6538,2,1.66118,48.737768943965634
36117,Combo G,2014,ray gallegos,105.0,49.1,49.84,10.6,1.38413,102.454,0.668,1.4,1,2.98283,29.07784537068291
36123,Scoring PG,2012,ray jones jr,107.8,56.2,60.5,28.0,1.79804,101.573,0.466224,4.6207,1,2.65702,39.95785019621484
36124,Scoring PG,2011,ray jones jr,95.4,48.0,55.05,23.9,0.538158,91.1408,-0.821408,3.9643,2,2.01958,45.11458645441696
36127,Scoring PG,2017,ray lee,101.5,45.9,53.14,20.5,2.31459,113.465,2.10406,2.4839,1,2.03151,40.09380384461686
36131,Combo G,2013,ray mccallum,116.4,52.4,56.57,23.5,5.20097,125.439,6.07031,4.4516,2,3.22081,45.355353363730394
36132,Scoring PG,2011,ray mccallum,109.1,48.0,53.75,29.4,3.25766,114.857,3.5975,4.9375,4,2.79266,49.321523845602115
36133,Combo G,2012,ray mccallum,110.0,49.1,54.58,25.6,3.75213,117.538,4.51943,3.9118,3,2.8334,47.87163396134453
36134,Combo G,2018,ray ona embo,107.9,53.0,55.6,18.5,1.87986,104.234,0.160287,3.2759,3,2.42509,39.70956095640123
36135,Combo G,2017,ray ona embo,93.9,40.3,46.66,17.2,0.364726,92.0247,-2.51094,2.2258,4,1.5752,41.10826700767164
36142,Combo G,2021,ray salnave,82.3,37.5,42.25,10.5,-0.0112725,85.1152,-3.49149,1.3158,1,2.49055,28.893130106261818
36143,Combo G,2018,ray salnave,95.5,46.0,54.49,15.2,1.01048,101.497,-1.67349,1.6333,4,2.08762,48.65018186635044
36144,Combo G,2019,ray salnave,96.0,45.6,51.46,25.8,1.26183,101.413,-0.320084,2.7941,3,2.42237,41.72740631391339
36145,Combo G,2020,ray salnave,101.7,47.2,54.8,24.7,2.34342,109.391,2.22718,3.1613,2,2.62435,46.06370447435611
36147,Combo G,2016,ray sanders,110.5,50.8,55.56,16.8,2.14422,110.474,1.1799,2.25,1,2.91462,36.20993680691081
36148,Combo G,2015,ray sanders,109.9,50.4,56.31,16.9,2.18456,108.675,1.53233,2.2424,2,2.76045,42.817843190203064
36159,Combo G,2021,rayj dennis,104.8,50.5,52.73,19.9,1.70107,103.397,-0.0880954,2.8571,3,3.06912,37.0494774826893
36161,Combo G,2022,rayj dennis,108.6,53.4,55.49,19.9,2.53184,106.858,0.729115,4.0,2,3.02749,36.49329086641132
36172,Combo G,2013,raymond cintron,120.7,61.2,63.21,13.5,2.24246,115.552,4.17894,1.4242,1,2.38302,41.08801384837444
36173,Combo G,2012,raymond cintron,117.8,62.9,66.68,8.9,1.92776,110.429,3.57539,1.0606,2,2.10781,50.19757590632993
36177,Combo G,2010,raymond cowels,92.4,42.9,45.96,10.3,0.437385,90.9375,-1.62209,1.1034,4,1.63171,39.15902552422737
36184,Pure PG,2013,raymond penn,102.0,46.4,48.95,34.2,2.3324,105.333,1.80682,5.7419,2,1.95305,34.85835734929022
36187,Scoring PG,2011,raymond taylor,100.5,47.1,49.78,22.7,1.76106,102.207,1.09151,3.3793,3,2.54265,38.91451501956866
36188,Pure PG,2012,raymond taylor,88.4,40.0,42.56,33.9,0.896326,95.2581,-1.18897,4.3333,2,2.10741,28.368772294104012
36189,Pure PG,2010,raymond taylor,100.3,47.8,50.63,35.9,2.2419,105.78,1.8383,5.7143,4,2.18403,42.63060331217601
36190,Scoring PG,2012,raymone andrews,100.3,44.8,50.77,17.7,0.385623,90.1437,-2.7665,2.3103,2,2.37268,36.24336031745773
36191,Scoring PG,2011,raymone andrews,89.2,41.4,49.35,17.1,-0.592656,80.2002,-3.3554,2.64,3,2.1171,44.33773834214301
36193,Pure PG,2014,raymone andrews,95.1,42.5,48.91,29.7,0.600993,94.2069,-2.76856,4.0,1,1.38335,31.167811245451905
36200,Scoring PG,2022,rayquan evans,103.0,44.3,50.6,23.9,1.64872,104.634,0.266799,3.1481,1,2.5391,35.020034522663984
36209,Combo G,2022,ray'sean taylor,101.6,52.0,54.68,23.1,2.79526,110.124,3.12685,2.8095,4,2.8872,47.587026515638684
36219,Combo G,2018,rayshawn miller,94.3,45.3,46.59,13.9,-0.114996,86.4345,-2.66468,1.9394,2,1.36456,29.3449082514258
36223,Scoring PG,2015,rayshawn simmons,106.4,45.0,51.2,26.5,1.90142,107.052,0.232316,4.0625,2,2.20739,37.0893968579508
36224,Scoring PG,2016,rayshawn simmons,104.5,45.8,49.44,28.6,2.40012,108.925,0.675514,4.8667,1,1.86503,30.179551462370423
36227,Combo G,2022,rayshon harrison,98.8,41.2,47.21,21.0,2.7312,107.62,1.5275,3.0,3,2.56992,41.803356007944195
36235,Scoring PG,2022,reece beekman,109.8,49.2,51.65,30.2,2.78435,108.312,2.28508,5.1714,3,4.33625,39.10169478987544
36236,Combo G,2021,reece beekman,99.6,42.3,46.95,18.0,0.810579,93.2518,-1.18174,3.0,4,3.42521,40.74607689696669
36239,Pure PG,2015,reece chamberlain,110.3,49.0,52.49,33.7,2.48622,110.119,1.94478,6.0,1,2.51742,33.14007988052913
36240,Pure PG,2014,reece chamberlain,114.6,52.3,58.62,29.8,2.91282,114.228,2.33415,5.4839,2,2.42642,43.88095503812081
36245,Combo G,2010,reed baker,99.3,44.0,49.73,17.1,1.4537,102.437,1.12662,1.8966,2,1.24602,40.20170817199967
36260,Combo G,2018,reed timmer,115.8,55.0,61.82,15.3,4.34322,125.993,5.81663,2.3235,1,2.35148,48.92418142063637
36261,Combo G,2017,reed timmer,106.8,49.2,55.95,13.7,2.77927,115.309,2.80564,1.8065,2,1.76553,45.44809849527391
36262,Combo G,2016,reed timmer,107.0,51.0,57.51,18.1,3.5829,119.066,3.0121,2.5333,3,1.80213,48.760764129804514
36263,Combo G,2015,reed timmer,101.3,47.2,53.85,20.2,2.34474,110.238,1.06636,2.3871,4,1.22812,48.07189855089184
36272,Combo G,2016,reese morgan,125.9,54.7,61.2,13.3,3.3323,126.306,5.03504,1.6786,1,1.57967,44.00212071365591
36276,Combo G,2014,reger dowell,104.9,49.3,53.83,17.6,3.28891,119.046,3.80263,2.2222,1,1.71279,39.00419986810401
36280,Combo G,2013,reggie arceneaux,88.3,44.4,47.2,19.5,0.437372,89.5969,-0.856376,2.5152,3,2.94527,38.56601770616655
36281,Scoring PG,2012,reggie arceneaux,82.1,44.4,47.2,20.2,0.0162144,85.8669,-1.90704,2.129,4,2.64128,41.30967402942871
36282,Scoring PG,2014,reggie arceneaux,102.3,54.8,58.37,20.1,0.75354,97.3799,0.329718,2.2059,2,2.35334,42.200922043577826
36283,Combo G,2015,reggie arceneaux,92.2,43.7,45.48,16.9,0.116155,88.6469,-1.25547,2.129,1,1.74106,28.52146206725254
36291,Scoring PG,2011,reggie chamberlain,117.4,56.9,60.95,17.4,2.65031,110.616,1.81457,2.5517,2,1.72286,42.638291156750164
36292,Scoring PG,2012,reggie chamberlain,118.7,58.3,61.99,19.4,4.20434,122.873,6.01909,2.5,1,1.64546,45.172541640538725
36293,Pure PG,2010,reggie chambers,89.4,44.7,49.77,34.1,0.641049,93.4204,-0.702373,3.8276,3,1.78248,41.16728473392756
36300,Combo G,2014,reggie dillard,89.2,47.4,49.39,21.2,0.173076,89.7447,-2.48415,3.4643,4,1.00098,38.46472165085633
36301,Scoring PG,2017,reggie dillard,92.7,47.9,51.43,26.7,0.444296,91.865,-2.2623,3.5333,2,0.684875,34.534219131085024
36303,Combo G,2018,reggie gardner jr,101.6,44.8,48.02,9.8,0.695593,94.4649,-1.25232,1.6286,4,1.1993,39.27066800353986
36307,Scoring PG,2012,reggie groves,87.3,44.0,47.62,19.4,-0.388637,81.2629,-3.59261,2.5,3,1.07648,36.58132651460794
36309,Pure PG,2012,reggie hamilton,118.0,54.4,61.28,34.2,6.62719,139.62,8.57524,5.2286,1,2.13644,49.63707503235689
36310,Pure PG,2011,reggie hamilton,116.3,58.4,62.67,34.1,4.26075,128.844,7.23448,5.3529,1,2.11277,46.51628271384887
36314,Scoring PG,2010,reggie jackson,106.7,47.8,51.57,30.5,3.66328,120.762,5.21254,4.4839,3,3.00102,43.898216455816225
36315,Scoring PG,2011,reggie jackson,120.5,58.5,61.79,29.7,6.04835,137.307,8.68046,4.4706,2,2.74324,48.7358784949408
36333,Combo G,2014,reggie lewis,104.9,47.0,49.37,8.9,1.31981,100.708,0.760395,1.2667,1,1.62912,31.816061988432146
36334,Combo G,2013,reggie lewis,94.0,43.6,45.67,15.4,0.642756,91.2235,-0.64209,2.1071,2,1.17085,32.81788019438001
36335,Combo G,2012,reggie lewis,99.6,46.5,48.08,10.5,1.23357,98.5736,0.127569,1.3226,3,1.05978,36.09479913041776
36345,Scoring PG,2010,reggie middleton,96.8,45.7,48.79,26.0,1.13315,98.1527,-0.215069,2.871,3,2.85,37.05865777437903
36346,Scoring PG,2011,reggie middleton,100.8,49.1,53.21,29.3,1.58539,103.746,0.421683,3.5,2,2.5568,37.448903650157064
36347,Scoring PG,2012,reggie middleton,99.2,44.0,48.18,30.9,1.96059,103.485,1.58975,4.2333,1,2.66966,33.79702181893221
36348,Scoring PG,2021,reggie miller,108.7,53.2,56.13,24.4,1.11303,95.7794,-0.281025,4.3793,1,4.11031,34.976472961020995
36349,Combo G,2022,reggie miller,93.4,42.4,47.37,13.1,0.0944643,86.3091,-1.27161,2.1944,1,2.92852,35.124075183162965
36351,Scoring PG,2011,reggie moore,99.5,42.3,50.49,18.5,1.62207,100.695,-0.159114,3.3929,3,3.48141,45.34331094748747
36352,Pure PG,2012,reggie moore,97.7,40.5,47.74,32.5,2.02496,103.268,0.166456,5.25,2,2.68098,38.218374017895606
36353,Scoring PG,2010,reggie moore,107.0,47.1,56.72,26.5,3.14468,114.072,2.40085,4.2333,4,2.5189,54.93835782078638
36354,Combo G,2017,reggie oliver,87.8,41.8,45.16,18.3,0.0831554,88.9023,-3.00243,2.2414,2,1.09796,30.468567696137747
36369,Scoring PG,2014,reggie smith,98.2,46.1,53.18,23.5,1.51876,102.919,0.20211,3.1667,2,1.62676,42.25269079089615
36380,Combo G,2012,reggie willhite,97.9,48.3,51.59,28.9,1.86473,102.246,1.32241,3.9259,1,3.79348,35.2164201158258
36398,Combo G,2015,reginald johnson,97.1,44.0,46.78,14.1,1.12837,99.14,1.15343,1.6538,2,2.26729,35.632392300245954
36399,Scoring PG,2016,reginald johnson,98.8,41.8,46.76,25.0,2.0301,104.514,0.530093,4.129,1,2.40782,32.10054654938655
36403,Combo G,2011,regis huddleston,96.4,48.2,48.88,6.2,0.532727,93.9112,-0.922189,0.6071,1,1.06727,28.960856287461883
36431,Combo G,2015,remy abell,115.6,57.1,59.72,8.7,2.3555,112.31,2.97755,1.2778,2,2.62693,42.523341217673185
36432,Combo G,2016,remy abell,107.1,48.0,53.34,10.3,1.1988,102.107,0.637148,1.5,1,2.51096,37.43701984604772
36434,Scoring PG,2018,remy martin,112.5,50.4,55.07,22.5,2.52545,118.601,2.91246,2.9375,4,2.38442,45.50490718920958
36435,Scoring PG,2020,remy martin,103.9,49.9,54.2,26.2,4.14188,120.649,4.89861,4.0968,2,3.82131,43.99740940297691
36436,Pure PG,2019,remy martin,107.4,46.4,50.94,29.6,2.91384,113.624,3.05178,5.0,3,3.30506,41.87355497914215
36437,Scoring PG,2021,remy martin,106.1,50.5,55.85,23.6,4.45758,123.786,5.36497,3.6957,1,2.90465,43.50953061916557
36441,Combo G,2013,remy roberts burnett,93.8,46.6,46.84,17.4,0.140052,86.6829,-3.0003,2.0,3,2.47232,30.306564779512843
36457,Scoring PG,2018,rene castro caneddy,113.7,52.5,55.75,22.9,2.88594,114.45,2.22452,3.375,1,2.14725,34.69823239450966
36458,Combo G,2014,retin obasohan,91.3,40.8,47.81,11.6,0.820734,96.6103,-1.22098,1.5517,3,3.45356,42.17888761278756
36461,Combo G,2016,retin obasohan,107.5,52.9,56.94,21.8,3.98056,123.668,4.37694,2.6364,1,3.5897,39.934552064119515
36462,Combo G,2011,reuben clayton,96.1,44.6,49.86,14.0,1.13557,97.2313,-0.648841,1.871,1,2.00795,35.21968324375541
36463,Combo G,2010,reuben clayton,79.2,37.2,40.13,16.0,-0.352765,82.3114,-3.30983,1.96,2,1.51236,29.09306009701586
36471,Scoring PG,2020,rex pflueger,97.9,43.8,47.16,20.5,0.649361,92.2454,-1.04108,3.3548,1,2.95769,30.412113520449104
36480,Combo G,2022,reyne smith,121.1,53.3,58.68,8.7,2.91381,116.067,2.3902,1.375,4,2.00479,48.766733310172626
36487,Scoring PG,2015,rhett harrelson,101.7,51.9,54.66,13.0,1.22768,97.8932,0.343141,2.3548,2,1.92128,39.56865747809313
36488,Combo G,2016,rhett harrelson,114.5,56.6,60.74,12.4,2.10232,108.456,0.62202,1.8148,1,1.88597,38.27395022276549
36493,Combo G,2017,ria'n holland,117.7,52.7,57.05,14.9,4.12838,125.912,5.36594,1.9032,2,2.25318,43.82659275778407
36516,Scoring PG,2021,rich kelly,104.7,54.5,57.07,19.5,2.38232,112.523,1.6385,2.3125,1,1.82891,35.51591243670021
36517,Scoring PG,2022,rich kelly,115.3,56.9,60.8,19.9,3.46895,117.763,3.0677,3.1562,1,1.1139,40.32361064965279
36518,Pure PG,2019,rich kelly,115.4,58.3,62.59,28.5,3.00524,113.372,2.26549,4.5385,3,1.61297,47.08615472030116
36519,Scoring PG,2018,rich kelly,98.2,47.1,51.31,29.1,1.1406,97.6698,-1.63608,4.697,4,1.42528,40.557913113172845
36520,Pure PG,2020,rich kelly,109.8,53.0,57.97,30.0,3.56473,115.292,2.54733,4.4667,2,1.81486,42.68883069726958
36532,Scoring PG,2014,richard carter,106.6,48.3,54.6,29.9,3.68292,121.895,2.98915,3.8333,1,2.87399,38.29678618375534
36533,Scoring PG,2013,richard carter,94.4,41.8,48.54,27.4,1.38662,100.878,-1.15181,3.4194,2,2.17128,36.47242560698367
36551,Combo G,2019,richard lee,108.9,55.6,56.26,10.3,1.38206,102.974,1.45827,1.1562,1,1.05509,34.36609123668339
36581,Combo G,2019,richardson maitre,81.6,34.1,41.87,21.1,-0.787574,77.5656,-4.45667,2.6774,3,2.38543,37.988408881658934
36582,Combo G,2020,richardson maitre,111.2,55.8,58.65,17.5,2.21715,109.342,2.35858,2.4062,2,2.63805,41.63078276540917
36587,Combo G,2014,richaud gittens,95.3,51.0,54.01,18.5,0.221762,91.1616,-2.23566,1.9655,4,1.78248,42.17446570134872
36588,Scoring PG,2015,richaud gittens,100.9,47.4,52.9,19.7,0.867227,94.9328,-1.52739,2.8333,3,2.2016,41.41761354228075
36598,Scoring PG,2015,richie lewis,72.1,35.8,43.39,19.9,-1.72819,67.6808,-6.62693,2.6154,3,1.9493,38.62266793166817
36611,Scoring PG,2018,rickey holden,99.9,47.1,52.24,20.2,1.35176,100.594,-0.445519,2.8333,2,2.40399,38.24207424607986
36612,Scoring PG,2019,rickey holden,103.6,43.7,50.15,22.8,1.6797,103.279,0.365095,3.7059,1,2.05712,35.69719260911528
36614,Scoring PG,2017,rickey mcgill,114.8,52.3,56.76,27.9,2.63791,111.738,1.30085,5.1429,3,2.6187,41.70901053717683
36615,Scoring PG,2019,rickey mcgill,111.9,53.7,58.47,25.7,3.42742,114.023,1.94871,4.8485,1,2.7983,38.96717310764249
36616,Scoring PG,2018,rickey mcgill,106.3,51.9,54.78,30.1,2.65369,110.925,1.70246,5.5588,2,2.52128,37.451433884307036
36619,Combo G,2012,rickey scott,94.0,42.2,45.88,19.6,1.23832,99.8166,-0.3685,2.4688,3,2.3309,36.12871382539151
36622,Combo G,2011,ricky cadell,100.4,46.9,52.05,14.5,2.17554,106.292,2.27395,1.8,1,2.64432,39.70080673296114
36623,Combo G,2010,ricky cadell,96.1,49.2,51.49,14.1,1.53808,98.4866,0.408278,1.8148,2,2.18529,37.51580407676114
36625,Combo G,2021,ricky clemons,114.6,59.7,60.9,11.3,1.48712,98.9648,-0.470503,1.9231,2,2.12695,37.96663797050344
36635,Combo G,2010,ricky franklin,102.7,52.3,55.19,24.5,2.67551,107.535,1.86571,3.7812,1,2.9097,36.91289737860497
36637,Scoring PG,2010,ricky harris,101.0,49.1,52.68,25.0,3.66679,119.801,4.86139,3.0,1,2.58297,39.083453559509444
36638,Scoring PG,2015,ricky johnson,101.7,41.1,49.86,21.2,1.71917,102.82,0.328037,2.3103,2,1.98568,41.99742541301092
36639,Scoring PG,2013,ricky johnson,87.6,34.8,43.87,19.4,-0.0447694,84.7711,-3.08356,2.7037,3,1.39663,41.412999637185486
36640,Combo G,2016,ricky johnson,97.6,42.2,48.09,10.5,0.382188,91.2997,-2.63039,1.7667,1,1.25294,32.19032473911309
36641,Scoring PG,2012,ricky johnson,105.1,45.6,56.59,20.0,0.996778,98.7717,-0.918913,2.2812,4,1.01079,53.85412354103795
36653,Combo G,2010,ricky mcphee,107.6,58.1,59.88,11.5,2.15961,105.27,1.62079,1.871,1,2.6996,38.87198719745378
