,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,rimmade/(rimmade+rimmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,rating
16211,2017,grant williams,107.6,25.0,52.5,57.01,12.2,12.8,9.4,17.4,116,224,0.518,12,31,0.387,7.7,1.7,73.3,Fr,3.00821,121.732,62.0,94.1575,25.4375,3.36824,2.5665,2.9375,2.9688,5.9062,1.125,0.8125,1.9062,12.5625,2.17324,0.629,98.7246,3.08224,169.662,7.96014,2.93535,5.02479,5.93474,36.95
16217,2015,grayson allen,118.3,21.8,50.9,58.32,3.5,8.9,7.8,12.9,27,54,0.5,18,52,0.346,1.5,1.9,50.0,Fr,1.26403,127.251,95.0,93.2819,9.2,2.79309,1.30513,0.2571,0.7429,1.0,0.4,0.2857,0.1429,4.3714,9.72355,0.6571,99.3689,1.08155,51.9522,4.74114,4.4103,0.330831,4.09822,39.63
16493,2018,hamidou diallo,101.1,21.3,47.0,49.75,4.2,11.5,9.5,14.8,108,236,0.458,26,77,0.338,1.6,1.8,40.3,Fr,1.8012,108.791,98.2,95.8859,24.8108,0.309039,1.49573,0.8649,2.7568,3.6216,1.2432,0.7568,0.3514,10.027,4.77257,0.629,102.116,2.87974,163.536,2.72071,1.43527,1.28545,1.80476,36.2
16537,2011,harrison barnes,106.8,24.7,49.0,52.17,7.2,12.8,9.6,14.6,143,302,0.474,67,195,0.344,1.4,1.4,24.9,Fr,3.3071,118.812,100.0,89.8594,29.3784,4.86756,1.68096,2.027,3.8108,5.8378,1.4324,0.7297,0.4324,15.6757,9.78697,0.7246,96.5172,3.76606,206.999,6.45127,4.443,2.00827,6.54853,36.84
16724,2010,hollis thompson,112.1,13.0,56.6,57.64,5.3,9.4,8.6,18.0,27,58,0.466,28,64,0.438,2.3,2.8,32.0,Fr,1.40506,106.519,89.4,93.1615,19.4706,1.83299,2.67903,0.7647,1.5882,2.3529,0.9706,0.9118,0.4118,4.7647,5.75156,0.5667,99.9124,2.25277,117.343,5.54891,3.55306,1.99585,4.51201,21.15
16886,2010,ian clark,103.3,24.5,55.6,58.04,2.8,9.2,16.9,23.4,89,176,0.506,74,184,0.402,1.1,2.1,22.2,Fr,2.18665,107.174,36.8,100.956,29.6129,2.81761,-0.0156169,0.7097,2.5806,3.2903,2.1613,1.0645,0.3226,14.9032,11.3308,0.5976,99.0412,2.60432,159.989,1.90783,1.57848,0.329354,2.80199,19.62
17663,2014,jabari parker,111.7,31.6,51.1,55.77,11.4,23.1,8.7,14.5,198,393,0.504,38,106,0.358,4.0,2.1,42.9,Fr,4.91923,134.716,99.4,93.1302,30.6571,6.33399,0.513063,3.0,5.7429,8.7429,1.1714,1.0571,1.2286,19.1429,5.99369,0.6231,98.2252,3.87471,217.143,6.22828,4.13547,2.09281,6.84705,32.82
18176,2015,jahlil okafor,116.4,27.6,66.4,64.14,14.8,18.2,9.4,18.2,279,420,0.664,0,0,0.0,4.5,1.5,46.2,Fr,4.86364,134.278,100.0,87.7919,30.0789,7.26684,2.26927,3.5263,4.9474,8.4737,1.2895,0.7632,1.4211,17.2895,0.0,0.7889,94.5347,4.1073,226.642,9.34057,5.72749,3.61308,9.53611,25.32
18287,2013,jakarr sampson,94.7,27.2,44.9,47.71,7.3,14.9,7.9,13.8,202,442,0.457,0,8,0.0,3.5,2.1,30.2,Fr,2.39299,107.376,92.6,91.3729,31.5152,1.4529,1.39816,2.1818,4.4242,6.6061,1.0606,1.0909,1.0909,14.8788,0.454826,0.6446,96.0357,3.73378,204.051,0.765734,-0.703862,1.4696,2.85106,36.93
18381,2013,jake layman,102.2,15.4,48.9,50.96,5.6,11.9,8.7,19.7,39,70,0.557,35,117,0.299,3.3,1.6,19.3,Fr,0.82285,97.1877,86.4,92.0703,19.9211,1.18157,2.51126,0.9211,2.3158,3.2368,0.9474,0.5526,0.6316,5.4737,9.10206,0.7045,95.5593,2.33111,140.367,4.91716,1.77755,3.1396,3.69283,23.55
18550,2016,jalen brunson,107.9,22.1,53.9,58.14,2.4,5.9,19.1,20.2,77,151,0.51,49,128,0.383,0.0,1.7,38.0,Fr,2.38076,116.627,95.8,94.1811,23.975,2.45949,1.27584,0.45,1.3,1.75,2.5,0.7,0.0,9.575,7.9275,0.6329,99.9446,2.88415,144.7,3.61792,3.31605,0.301867,3.73533,49.58
18931,2016,jamal murray,118.0,25.4,55.9,59.0,4.9,11.1,12.1,15.3,131,261,0.502,113,277,0.408,0.9,1.6,28.3,Fr,5.41928,132.758,98.2,96.6981,35.1944,8.14081,0.829595,1.4722,3.6944,5.1667,2.1944,0.9722,0.3056,20.0,12.7837,0.6937,101.145,3.89906,209.711,8.14115,7.25949,0.88166,8.97041,56.65
19268,2011,james johnson,93.6,15.0,44.4,46.88,12.5,8.1,3.1,19.2,16,36,0.444,0,0,0.0,2.3,0.3,63.9,Fr,0.0185233,87.0053,27.2,105.738,7.1786,-3.768,-0.799146,0.7857,0.5,1.2857,0.1071,0.0357,0.1429,1.5714,0.0,0.48,104.619,0.527819,29.8735,-4.35939,-3.16867,-1.19072,-4.56714,35.42
19675,2011,jared sullinger,121.1,26.8,54.5,59.14,14.1,26.0,7.4,11.6,219,398,0.55,3,12,0.25,2.0,2.0,65.1,Fr,5.56031,137.02,99.4,83.2367,31.6757,6.75443,1.60343,3.5405,6.6486,10.1892,1.1622,1.0,0.5405,17.1622,0.634109,0.6995,88.8615,4.78604,252.581,7.78311,5.53495,2.24816,8.35786,50.12
19711,2018,jaren jackson jr,116.8,22.8,59.5,64.71,8.7,19.7,9.3,20.8,81,136,0.596,38,96,0.396,14.2,1.6,57.3,Fr,2.85891,125.628,98.6,82.3774,21.8571,3.90199,6.66517,1.4857,4.3143,5.8,1.1143,0.6,3.0,10.9143,7.36253,0.6559,85.8569,3.55732,203.113,12.7801,3.42652,9.35353,10.5672,52.48
19842,2017,jarrett allen,101.9,22.9,56.6,57.14,11.0,18.8,5.5,20.1,179,309,0.579,0,7,0.0,5.0,1.0,47.2,Fr,2.65605,111.598,96.8,91.3054,32.1515,2.13467,2.01551,3.0303,5.3939,8.4242,0.7879,0.5758,1.5455,13.3939,0.382352,0.7101,99.0269,4.198,209.689,3.4387,-0.15881,3.59751,4.15017,55.65
20277,2019,jaxson hayes,133.8,16.9,72.8,73.9,8.8,16.2,2.6,13.9,123,169,0.728,0,0,0.0,10.6,1.5,59.2,Fr,3.96095,136.739,79.8,88.6571,23.3438,3.95482,5.02707,1.75,3.25,5.0,0.2812,0.5938,2.2188,10.0,0.0,0.8537,94.8033,3.27939,161.475,10.4958,3.60466,6.89117,8.98189,24.84
20425,2016,jaylen brown,95.4,30.9,47.1,51.76,4.5,16.5,15.1,21.0,133,276,0.482,30,102,0.294,2.2,1.7,57.4,Fr,2.2008,111.139,99.4,91.4564,27.6176,0.728962,1.94263,1.0588,4.2941,5.3529,1.9706,0.7941,0.6471,14.6471,6.30595,0.6125,96.1781,3.55465,185.694,2.64996,0.00518571,2.64478,2.67159,49.96
20557,2017,jayson tatum,108.9,25.4,50.7,56.61,4.9,19.7,12.4,17.7,125,248,0.504,40,117,0.342,3.2,2.3,38.1,Fr,4.16553,123.83,99.4,89.1819,33.3103,4.14057,2.5717,1.3448,6.0,7.3448,2.1379,1.3448,1.1379,16.8276,6.93329,0.627,96.6201,4.59476,209.644,6.47515,3.17569,3.29946,6.71227,70.48
20858,2013,jerami grant,103.2,16.0,48.7,51.1,9.0,13.6,5.9,17.2,48,102,0.471,6,15,0.4,3.7,1.8,62.4,Fr,0.879381,103.078,90.6,86.2944,14.3,0.681628,2.53914,1.15,1.8,2.95,0.45,0.425,0.425,3.875,1.59204,0.6038,91.0257,1.95325,103.972,3.79555,1.10662,2.68892,3.22077,35.63
21032,2011,jeremy lamb,116.6,19.3,54.8,56.84,5.0,12.2,12.3,14.6,136,249,0.546,46,125,0.368,2.2,1.9,15.8,Fr,3.39066,122.047,83.0,92.2786,27.8049,5.14917,2.31334,1.2195,3.2439,4.4634,1.6098,0.8537,0.6098,11.1463,6.74108,0.7831,98.9458,3.28292,196.267,7.02246,4.50206,2.5204,7.4625,44.46
21412,2015,jevon carter,106.2,17.9,45.1,48.64,4.6,7.2,14.8,15.8,47,111,0.423,48,153,0.314,0.5,4.7,23.1,Fr,1.74618,108.694,40.4,90.7856,23.7714,2.95885,3.55916,1.1143,1.2286,2.3429,1.7714,1.9143,0.0857,8.1429,10.5545,0.5224,95.9013,2.999,161.41,6.42701,3.79527,2.63175,6.51801,32.8
21692,2011,joe harris,105.3,20.1,54.5,56.96,4.6,14.0,10.3,17.3,42,100,0.42,65,156,0.417,1.5,1.9,22.7,Fr,2.36588,109.675,73.8,97.0835,29.3548,2.95883,1.24265,1.129,3.2258,4.3548,1.2581,0.871,0.3548,10.4194,11.1003,0.5532,100.621,3.01558,152.191,5.23394,3.05488,2.17906,4.20148,41.05
21829,2014,joel embiid,112.0,24.4,62.9,65.5,12.7,27.3,11.5,24.1,106,166,0.639,1,5,0.2,11.7,2.3,83.6,Fr,2.92867,124.998,97.4,83.519,23.1071,4.24577,6.35075,2.3214,5.7857,8.1071,1.3571,0.8929,2.5714,11.1786,0.444178,0.8081,90.0859,3.6851,176.276,12.7402,3.37781,9.36236,10.5965,76.47
21983,2016,john collins,110.3,23.5,54.7,58.92,12.6,16.7,3.5,16.3,81,148,0.547,0,0,0.0,5.0,1.1,63.5,Fr,1.56539,119.529,63.2,99.4688,14.3871,1.35353,0.649195,1.6774,2.2581,3.9355,0.2258,0.2903,0.7419,7.3226,0.0,0.6627,107.265,1.46039,86.4562,0.750399,0.256339,0.49406,2.00272,46.6
22081,2010,john henson,95.7,20.5,49.7,49.15,10.7,17.8,10.9,20.4,84,163,0.515,4,18,0.222,9.4,2.5,40.3,Fr,0.851313,101.291,99.2,86.8228,15.8649,2.36556,4.81963,1.6216,2.8108,4.4324,0.9189,0.7297,1.5676,5.7297,1.67613,0.8548,92.0505,2.16987,149.79,7.42647,0.405596,7.02087,7.1852,31.87
22230,2010,john wall,108.7,26.9,50.3,56.18,2.7,10.1,34.8,24.2,165,324,0.509,37,114,0.325,1.5,2.9,53.0,Fr,4.41717,122.661,99.8,88.793,34.8108,4.82966,2.89544,0.8108,3.4865,4.2973,6.5135,1.7838,0.5135,16.6486,4.98101,0.6374,93.3072,4.50963,247.229,7.09124,4.39997,2.69126,7.72509,52.04
22533,2017,jonathan isaac,118.8,20.0,56.8,61.37,7.7,25.0,7.5,15.7,99,167,0.593,31,89,0.348,6.2,2.4,46.1,Fr,3.31379,124.259,98.6,85.7333,26.1875,5.44522,3.71742,1.75,6.0938,7.8438,1.1562,1.1562,1.5312,11.9688,5.82381,0.6822,92.6767,3.92563,213.687,8.94668,3.5937,5.35299,9.16264,64.44
22790,2011,jordan clarkson,96.7,27.2,47.8,55.07,2.0,7.8,17.8,25.6,77,158,0.487,20,66,0.303,0.5,1.8,54.0,Fr,1.77152,107.059,59.0,100.56,24.8889,-0.0654497,-0.276427,0.4074,1.6667,2.0741,1.9259,0.7407,0.1111,11.4815,5.88676,0.6269,103.062,2.24599,106.363,-1.44798,-0.591905,-0.856076,-0.341877,44.77
23071,2015,jordan mclaughlin,94.5,24.9,40.7,44.83,1.8,8.6,30.1,16.7,61,150,0.407,28,103,0.272,0.8,2.8,36.4,Fr,1.65888,102.828,91.6,100.115,31.6364,1.24169,0.753877,0.5,2.5,3.0,4.5455,1.5,0.2273,12.0909,8.57646,0.5135,103.102,2.92898,120.924,1.90647,1.68889,0.217584,1.99557,39.79
23130,2018,jordan poole,108.0,23.2,53.5,57.55,0.8,12.8,9.0,12.9,34,65,0.523,38,105,0.362,1.4,2.5,29.4,Fr,1.24673,117.323,81.6,89.3059,12.2051,3.22238,3.17674,0.0769,1.2821,1.359,0.5641,0.5128,0.1538,5.9744,13.7193,0.7297,95.3795,1.69511,86.5604,4.45869,2.32799,2.1307,6.39912,47.22
23673,2014,josh hart,126.8,16.8,57.5,60.34,10.2,13.7,8.1,9.2,61,91,0.67,26,83,0.313,1.4,1.5,55.2,Fr,2.6629,124.859,84.4,92.9412,21.3824,3.51704,2.01626,1.8235,2.6176,4.4412,0.8824,0.5588,0.2647,7.7941,6.71722,0.7536,98.2602,2.67695,128.35,6.85895,4.84649,2.01246,5.5333,47.53
23709,2017,josh jackson,108.2,27.3,55.2,55.95,8.7,17.4,18.2,18.4,186,339,0.549,34,90,0.378,3.5,3.1,40.3,Fr,3.96351,125.309,100.0,89.032,30.7714,5.1048,3.50141,2.3143,5.0571,7.3714,2.9714,1.6857,1.0571,16.3429,4.65208,0.6895,95.418,4.21538,249.205,9.08058,4.44679,4.63379,8.60621,29.94
23808,2017,josh okogie,103.4,26.6,48.1,54.55,5.2,13.5,12.3,14.6,163,350,0.466,26,70,0.371,2.5,2.4,56.4,Fr,2.95936,115.324,63.8,90.7576,30.8378,2.22646,2.67989,1.4865,3.9459,5.4324,1.6486,1.2973,0.7297,16.1081,3.6172,0.5023,96.3352,4.10337,221.734,3.51944,0.833887,2.68555,4.90635,39.78
23841,2012,josh richardson,82.8,13.9,40.3,43.23,3.9,6.3,7.9,25.2,26,61,0.426,9,37,0.243,3.3,2.1,25.5,Fr,-0.419763,77.8935,51.0,95.1624,15.7879,-2.8798,2.71463,0.5152,0.8788,1.3939,0.6364,0.5455,0.5152,2.8788,4.32562,0.5789,100.154,1.67675,85.1826,1.24189,-1.90303,3.14492,-0.16517,42.31
24355,2014,julius randle,111.2,26.2,50.4,56.59,13.4,24.7,10.0,18.7,193,374,0.516,3,18,0.167,2.6,1.0,73.7,Fr,4.08221,126.832,99.8,91.0035,30.825,4.90839,1.37976,3.5,6.925,10.425,1.425,0.5,0.775,14.975,0.875006,0.6701,96.732,4.09889,249.652,5.23199,3.14857,2.08342,6.28816,35.97
24436,2013,justin anderson,106.3,20.8,46.7,52.31,5.1,12.2,20.2,16.1,69,146,0.473,20,66,0.303,6.0,2.3,42.0,Fr,2.13559,110.949,90.2,87.2959,24.0286,2.98188,3.86498,0.9143,2.4,3.3143,2.3143,0.8571,1.2,7.6,5.11349,0.5802,88.9786,3.20764,159.427,7.74244,2.68901,5.05342,6.84686,30.61
24635,2017,justin jackson,105.7,19.6,52.9,55.97,7.3,16.4,6.3,17.5,70,158,0.443,45,102,0.441,3.0,1.8,36.2,Fr,2.19431,110.363,83.8,94.8781,27.8485,2.62768,1.35282,1.7576,4.2727,6.0303,0.9394,0.8788,0.7879,10.5152,6.62639,0.6282,99.1523,3.31066,177.504,4.20945,2.06726,2.14219,3.9805,20.83
24637,2015,justin jackson,114.0,19.2,52.0,54.67,5.9,8.8,15.1,15.1,129,237,0.544,28,92,0.304,2.0,1.1,28.3,Fr,3.11145,120.64,98.4,95.6694,27.1316,5.37067,1.40315,1.3684,2.2895,3.6579,2.3158,0.5263,0.5,10.7368,5.13102,0.72,103.534,2.96805,157.377,6.98571,5.26117,1.72455,6.77382,20.83
24641,2011,justin jackson,84.6,15.8,53.4,49.62,7.8,15.9,10.3,31.6,38,71,0.535,1,3,0.333,4.4,3.6,44.6,Fr,-0.200338,81.7751,68.8,84.8035,12.9143,-3.40729,5.08411,0.8571,1.6571,2.5143,0.6857,0.7429,0.5143,2.5429,0.414616,0.6667,88.4505,1.88095,97.9436,4.19103,-2.14591,6.33694,1.67682,20.83
24872,2015,justise winslow,112.2,22.4,55.1,57.2,5.4,19.8,13.2,16.8,127,246,0.516,46,110,0.418,2.9,2.8,43.8,Fr,3.46074,121.863,97.6,85.5702,29.1026,4.83748,4.19282,1.2564,5.2051,6.4615,2.1026,1.3333,0.8718,12.6154,5.83216,0.6871,92.0154,4.19758,246.908,9.53879,4.7201,4.8187,9.03031,34.11
25317,2015,karl anthony towns,122.7,24.2,57.0,62.72,14.1,22.2,11.5,16.6,143,248,0.577,2,8,0.25,11.4,1.4,52.3,Fr,3.50076,135.582,99.2,73.2127,21.1282,6.31975,6.80643,2.359,4.3333,6.6923,1.1282,0.4615,2.2564,10.2821,0.606421,0.719,77.2779,3.93509,202.777,14.8828,5.63939,9.24336,13.1262,62.81
25459,2010,kawhi leonard,106.5,24.1,46.8,50.79,13.7,23.7,12.1,17.8,140,273,0.513,15,74,0.203,2.6,2.8,33.1,Fr,3.16387,115.066,88.8,88.1581,31.4375,3.13155,1.60206,3.4688,6.4062,9.875,1.7812,1.4062,0.7188,12.75,4.53808,0.7043,90.8009,4.13471,223.438,5.99483,3.0409,2.95393,4.73361,91.64
25628,2015,keita bates diop,117.1,18.0,57.0,58.8,4.9,18.9,9.5,13.3,26,54,0.481,18,39,0.462,6.7,2.0,30.1,Fr,1.03954,117.835,94.4,86.9556,9.9091,3.78106,3.69288,0.3939,1.6667,2.0606,0.5152,0.3333,0.5758,3.7879,7.15267,0.5588,91.2173,1.3803,70.5637,6.44336,2.22131,4.22205,7.47394,33.11
26124,2012,kentavious caldwell pope,104.0,23.3,48.0,49.94,5.0,14.7,9.8,9.8,87,170,0.512,65,214,0.304,1.3,3.7,21.1,Fr,3.08951,113.741,97.8,93.0422,32.125,4.5191,2.19771,1.4062,3.7812,5.1875,1.2188,1.8125,0.3438,13.1875,13.5542,0.6047,97.9889,3.66979,193.437,6.1586,4.21228,1.94632,6.7168,44.9
26391,2017,kevin huerter,110.7,16.4,54.3,55.37,2.7,16.0,17.9,16.8,42,85,0.494,64,169,0.379,2.4,1.9,11.0,Fr,2.31176,110.273,87.2,95.2064,29.4242,4.21576,2.69708,0.6667,4.2727,4.9394,2.6667,0.9697,0.697,9.303,10.3715,0.6279,99.4954,3.46818,185.235,6.76639,3.79416,2.97223,6.91284,46.01
26492,2019,kevin porter jr,98.4,22.8,56.1,55.91,4.8,15.0,12.0,20.8,46,89,0.517,28,68,0.412,2.6,2.1,29.3,Fr,1.35541,105.347,94.6,97.8478,22.0952,1.39332,0.965498,0.9524,3.0476,4.0,1.4286,0.8095,0.5238,9.5238,8.2556,0.6875,100.088,2.39508,94.1094,1.85504,0.566484,1.28856,2.35882,39.35
26569,2015,kevon looney,113.0,20.0,50.5,53.22,12.2,21.0,9.1,11.9,129,268,0.481,22,53,0.415,3.3,2.5,45.8,Fr,3.40004,119.258,98.0,91.9367,30.9444,4.43098,1.88494,3.3889,5.8056,9.1944,1.4167,1.2778,0.8889,11.5556,2.80204,0.641,96.2307,3.78196,242.473,7.63282,4.25398,3.37884,6.31592,51.22
26742,2010,khris middleton,107.8,18.9,51.1,55.43,6.6,12.7,10.4,18.2,45,87,0.517,33,98,0.337,1.4,2.5,38.9,Fr,1.8213,110.979,79.8,88.9265,20.9394,2.41804,3.03332,1.2121,2.3333,3.5455,1.0303,0.8788,0.2727,7.3636,8.41877,0.6818,95.6938,2.70989,131.273,7.10893,3.78742,3.32151,5.45136,57.49
27166,2013,kris dunn,96.0,16.2,41.5,47.16,6.6,13.2,22.8,25.8,45,109,0.413,4,14,0.286,1.1,2.6,47.2,Fr,1.09285,96.9394,97.0,91.2872,27.2,-0.986535,3.0332,1.64,3.16,4.8,3.16,1.16,0.28,5.68,1.24859,0.4918,96.3197,3.2349,128.602,3.65985,0.56284,3.09701,2.04666,40.8
27324,2013,kyle anderson,100.2,21.2,43.0,48.48,8.0,23.0,20.8,18.9,114,255,0.447,8,38,0.211,2.8,3.4,39.9,Fr,2.25417,107.292,99.6,86.789,29.8857,2.63314,3.87285,2.1143,6.5143,8.6286,3.4857,1.7714,0.8857,9.6571,2.08456,0.5926,90.5974,3.99921,263.563,8.05055,2.39874,5.65181,6.50598,44.06
27452,2015,kyle kuzma,102.4,23.9,52.0,53.46,5.0,20.9,16.8,18.3,23,42,0.548,11,34,0.324,2.2,0.3,40.8,Fr,0.669359,110.996,62.8,88.3311,8.129,0.128655,1.74312,0.3226,1.4516,1.7742,0.6129,0.0323,0.1613,3.3226,8.77845,0.8,92.0979,1.10713,43.1138,2.79757,1.04838,1.74919,1.87177,26.59
27607,2011,kyrie irving,130.5,27.2,61.5,69.7,2.3,10.6,29.8,18.6,37,65,0.569,18,39,0.462,1.8,3.0,68.3,Fr,5.95161,148.528,99.8,87.1588,27.5455,9.48637,4.37825,0.5455,2.8182,3.3636,4.2727,1.4545,0.5455,17.4545,7.29491,0.6667,91.7011,3.80115,61.4034,12.1928,9.40502,2.78781,13.8646,60.61
27810,2010,lance stephenson,99.3,26.0,46.2,49.35,7.3,14.0,19.1,19.5,146,295,0.495,16,73,0.219,0.7,1.9,32.3,Fr,2.43413,110.932,98.4,93.3915,28.2353,2.87922,1.68549,1.8529,3.5,5.3529,2.4706,0.9118,0.1765,12.3235,4.55624,0.6556,99.2715,3.1973,171.527,3.66146,1.66201,1.99945,4.56471,21.68
27856,2017,landry shamet,130.3,18.4,60.3,63.38,2.3,8.8,22.2,12.6,61,117,0.521,71,161,0.441,0.9,1.4,30.2,Fr,3.92745,129.934,70.6,93.9051,26.6667,6.02053,2.26095,0.5833,2.1944,2.7778,3.25,0.6667,0.1944,11.5,9.82879,0.5789,95.0558,3.26444,158.37,7.9924,6.6438,1.3486,8.28147,36.28
27867,2011,langston galloway,115.0,20.1,49.6,54.81,4.8,14.1,19.0,11.0,70,172,0.407,65,166,0.392,1.7,3.1,28.7,Fr,3.83301,118.707,66.4,103.382,34.303,4.54378,0.835637,1.3939,4.1515,5.5455,2.8788,1.697,0.5455,12.7576,9.16564,0.4848,105.235,2.78156,208.595,5.53847,5.38694,0.151524,5.37942,37.46
28034,2017,lauri markkanen,130.1,21.5,58.4,63.45,10.0,17.5,5.6,9.8,116,213,0.545,69,163,0.423,1.8,0.8,43.6,Fr,5.35761,137.903,93.0,94.657,30.8108,7.74147,0.84563,2.3784,4.8108,7.1892,0.8649,0.4054,0.5135,15.5676,8.55561,0.65,99.0583,3.66462,203.764,7.77584,6.9491,0.826736,8.5871,34.0
28535,2018,lonnie walker iv,107.9,21.1,50.3,52.74,1.7,9.2,13.0,11.6,76,156,0.487,56,162,0.346,1.8,2.0,20.4,Fr,2.47646,113.718,97.0,97.8887,27.75,2.92349,1.57556,0.4062,2.1875,2.5938,1.9062,0.9375,0.4688,11.5,10.7291,0.59,101.866,3.01536,148.382,4.42331,3.28302,1.1403,4.49906,27.89
28537,2017,lonzo ball,129.4,20.1,66.8,67.26,3.2,14.3,31.4,18.9,109,149,0.732,80,194,0.412,2.1,2.8,28.6,Fr,5.50817,133.073,99.6,95.9566,35.0556,7.65462,3.37211,0.9167,5.0833,6.0,7.6111,1.8333,0.7778,14.5556,8.28628,0.7833,99.8459,4.0114,275.837,11.0424,8.18346,2.85898,11.0267,56.21
28706,2019,luguentz dort,98.9,27.1,46.7,51.77,4.5,10.0,15.0,18.7,120,254,0.472,54,176,0.307,0.8,2.7,48.1,Fr,2.4587,110.24,94.2,97.309,31.5588,1.21371,1.11304,1.2941,2.9706,4.2647,2.3235,1.5294,0.2059,16.0882,8.97904,0.512,100.209,3.46962,212.483,2.59497,1.73009,0.864884,2.32675,36.62
28842,2016,luke kennard,120.7,20.1,50.3,55.62,4.1,10.6,10.6,8.5,86,163,0.528,55,172,0.32,0.6,2.1,29.6,Fr,3.55767,126.594,96.0,99.0448,26.6944,3.91087,0.767283,0.9722,2.6111,3.5833,1.5,0.9444,0.1667,11.8056,10.4129,0.6761,106.756,2.7517,158.175,5.20396,5.06178,0.142178,4.67815,33.57
29142,2012,malcolm brogdon,93.1,20.7,46.5,51.44,3.1,12.6,13.2,22.2,41,91,0.451,22,68,0.324,0.6,1.5,31.4,Fr,0.793795,95.9328,80.6,89.5082,22.3571,-0.663274,1.7916,0.5,2.2857,2.7857,1.3571,0.5,0.1071,6.7143,7.1241,0.5469,91.276,2.85806,99.7032,1.18393,-0.906024,2.08995,1.12833,54.39
29245,2016,malik beasley,114.9,23.0,54.1,58.29,5.0,15.1,9.8,14.0,130,251,0.518,55,142,0.387,0.6,1.8,32.6,Fr,3.71706,123.97,92.4,98.7372,29.8235,4.89748,0.449452,1.2941,4.0,5.2941,1.5,0.9412,0.1765,15.5588,7.75132,0.6744,104.037,3.11598,182.98,4.21408,4.06388,0.150193,5.34693,34.39
29348,2017,malik monk,115.7,25.1,54.3,58.59,1.1,7.2,13.3,13.3,147,296,0.497,104,262,0.397,1.5,1.6,32.3,Fr,4.66659,129.887,98.0,94.1113,32.0526,6.14589,1.77952,0.3158,2.1842,2.5,2.2895,0.9474,0.5,19.8421,11.4944,0.6486,99.9136,3.86031,210.41,6.1421,5.18184,0.960259,7.92541,29.21
29828,2013,marcus smart,102.2,28.1,45.5,53.24,5.4,14.2,26.8,21.1,113,243,0.465,38,131,0.29,2.2,5.3,57.5,Fr,3.43154,115.31,98.2,81.0731,33.5152,4.31411,5.71881,1.5152,4.303,5.8182,4.2121,3.0,0.6667,15.3636,7.01097,0.5982,85.2491,5.1168,272.437,10.5777,4.4735,6.10424,10.0329,57.53
29846,2012,marcus thornton,83.3,27.4,42.3,46.81,1.6,8.9,12.0,20.9,78,204,0.382,36,108,0.333,0.5,0.8,35.3,Fr,0.475812,90.612,19.2,113.874,28.0323,-2.38077,-4.13172,0.3548,2.0323,2.3871,1.2903,0.3548,0.129,11.0,7.83037,0.4353,114.394,1.20853,110.232,-8.09814,-3.82232,-4.27582,-6.5125,33.81
29847,2011,marcus thornton,75.1,15.8,37.3,38.46,9.4,14.3,7.9,29.9,16,43,0.372,2,8,0.25,6.7,2.3,47.1,Fr,-0.425086,72.8884,76.0,90.4576,9.375,-3.64674,2.92157,0.7188,1.2188,1.9375,0.4062,0.3438,0.5938,1.5,1.64615,0.48,94.3445,1.15923,60.5156,1.32248,-3.43489,4.75737,-0.725175,33.81
30259,2016,marquese chriss,109.3,23.7,56.2,58.64,9.8,11.7,6.3,17.6,159,279,0.57,21,60,0.35,5.9,1.9,38.3,Fr,2.66194,119.28,88.6,96.5835,24.9118,2.60641,1.63427,2.5,2.8824,5.3824,0.7647,0.9412,1.6176,13.8235,3.61537,0.7034,100.93,2.74802,179.644,4.54953,2.03066,2.51887,4.24068,38.74
30457,2018,marvin bagley iii,123.8,25.8,64.0,64.35,13.8,21.4,8.8,14.7,247,382,0.647,23,58,0.397,2.6,1.4,47.5,Fr,6.01066,139.5,100.0,91.47,33.7576,8.30044,1.34425,4.0,7.0909,11.0909,1.5152,0.8182,0.8788,21.0303,2.93586,0.7311,96.4998,4.41523,234.046,8.66296,6.3114,2.35157,9.6447,31.82
30565,2010,mason plumlee,98.6,17.4,47.2,48.89,9.1,15.2,11.3,23.0,47,98,0.48,2,8,0.25,6.1,2.3,43.4,Fr,0.774768,101.505,94.8,82.4137,14.1471,-0.605796,4.98865,1.1471,1.9412,3.0882,0.8824,0.5294,0.8824,3.6765,0.998679,0.6667,88.0142,2.16444,104.635,7.30161,0.688791,6.61282,4.38286,36.05
30636,2016,matisse thybulle,101.5,13.5,49.2,52.16,4.5,8.7,10.8,21.7,37,86,0.43,34,93,0.366,3.5,2.4,27.4,Fr,0.676045,96.147,79.4,97.9551,24.1176,-0.0887294,2.54087,1.1176,2.0882,3.2059,1.5882,1.1471,0.9412,6.2059,5.79314,0.5294,102.364,2.5477,163.201,4.20554,1.03002,3.17552,2.45214,50.71
31081,2010,matthew dellavedova,118.5,18.6,51.1,56.86,3.5,7.4,20.6,17.3,47,123,0.382,73,183,0.399,0.0,2.0,36.9,Fr,3.96235,116.855,21.0,99.3256,36.8182,3.32367,0.732434,1.0303,2.5152,3.5455,4.4545,1.2121,0.0,12.3939,9.04171,0.5581,102.621,3.45928,183.011,5.35204,4.97928,0.372757,4.0561,34.33
